egid;eingang_koordinaten
243054801;47.57778146067937, 7.654515236170597
243054804;47.58139346443031, 7.591412238150872
243054805;47.58069536888548, 7.590813161744803
243054817;47.581744704922784, 7.651747694728582
243054818;47.58170764652895, 7.65179925362575
243054822;47.58307658838216, 7.651205377491296
243054823;47.58291641748133, 7.650753321137181
243054831;47.58088981687997, 7.651420373430148
243054832;47.580857069705075, 7.651425958265264
243054834;47.58054023682153, 7.651467387011026
243054835;47.5804996581531, 7.651476795183393
243054838;47.57487028242038, 7.65337428593269
243054839;47.57476452967257, 7.654237893583091
243054849;47.57148030069413, 7.660495910240309
243054854;47.570014098099485, 7.660025554062618
243054855;47.56958171677805, 7.660653111557995
243054858;47.569112992743435, 7.6612407856727485
243054861;47.569709417416306, 7.662371952154884
243054866;47.57185113337043, 7.663798879578063
243054867;47.57184806130291, 7.663848039050449
243054869;47.571843002760964, 7.663947691554204
243054872;47.57183079213098, 7.664164397346362
243054876;47.54539478355049, 7.556599199731249
243054880;47.54500703953864, 7.559157067369759
243054881;47.545020083414606, 7.559241311586417
243054882;47.54513055724234, 7.559828422339362
243054888;47.54557983850942, 7.557698383702228
243054892;47.54619921512479, 7.558337231795242
243054893;47.545858913946226, 7.5591802527615375
243054898;47.57638215225713, 7.607665236716827
243054904;47.57213124737938, 7.664218749081051
243054906;47.571470264123185, 7.665402978538821
243054909;47.57052776114092, 7.663534965517012
243054910;47.57082832118543, 7.665610022682786
243054916;47.570930905559266, 7.667120493232338
243054918;47.571008479623316, 7.667498557457969
243054920;47.57073349110157, 7.667428376751123
243054925;47.56913940212682, 7.669661860784179
243054927;47.567945989981496, 7.671326659514222
243054928;47.56841597719851, 7.672299008303698
243054929;47.56840734815884, 7.672336844093722
243054931;47.56834900321291, 7.672628959019123
243054932;47.56745984628693, 7.671774347453641
243054934;47.56723556913673, 7.672607790188491
243054939;47.57138924136108, 7.569051470944213
243054942;47.58443500934881, 7.64834927935927
243054944;47.58413747044946, 7.648569741278428
243054948;47.584501385907735, 7.650300224256923
243054951;47.585650308505095, 7.64946220561403
243054952;47.570296017650506, 7.574402237132623
243054953;47.5703428187135, 7.574836123406208
243054957;47.56911499052193, 7.577052664450252
243054962;47.56801415611375, 7.576617765144072
243054963;47.56797042832886, 7.576709345264696
243054966;47.565581871778974, 7.5780334330453005
243054970;47.56564537310131, 7.578404354625732
243054972;47.56532387319033, 7.578015219508612
243054975;47.56622336430107, 7.578949522156011
243054986;47.552505457984424, 7.618294588900767
243054992;47.551794153916426, 7.620689425017136
243054993;47.551625650749536, 7.620456751855708
243054998;47.56184880507155, 7.579770696829124
243055002;47.562311784987585, 7.580296122314065
243055006;47.55951938391922, 7.579281810110787
243055009;47.558734064179724, 7.578958089220208
243055014;47.55822797380482, 7.5785125955275445
243055015;47.55820674254423, 7.578442653469307
243055016;47.557985499168396, 7.577378887787556
243055017;47.55789604811402, 7.5769695828815555
243055022;47.55745112987585, 7.578776166697594
243055025;47.56759152132922, 7.577318040774475
243055030;47.591916204448566, 7.653648736054926
243055031;47.59196503771398, 7.653888374105169
243055033;47.569925973485894, 7.685166227931016
243055037;47.55428687315085, 7.598582309353921
243055039;47.567383516865945, 7.611846768923383
243055041;47.555359823106166, 7.574507543396887
243055044;47.58340327777198, 7.594293644384713
243055045;47.57816264436025, 7.640307793176576
243055054;47.57724124154107, 7.640992152827051
243055059;47.580046683554144, 7.642979694617284
243055060;47.580440483085006, 7.642947442836556
243055062;47.57999378181312, 7.643558379914395
243055063;47.579553875375595, 7.643726291509118
243055065;47.58037583662245, 7.644788984917703
243055067;47.5702908887174, 7.568720170010355
243055069;47.57006827033425, 7.567859952118783
243055075;47.570343945287846, 7.570321424152896
243055076;47.5703000714936, 7.570148274392934
243055081;47.56862465584655, 7.57030720799934
243055086;47.57334574652208, 7.639978764531256
243055089;47.57101550200103, 7.63531534949612
243055090;47.571305573999176, 7.636017810286356
243055091;47.56581363363613, 7.568652745885738
243055106;47.568076133567445, 7.5684502118891475
243055107;47.56765711899565, 7.568116842234016
243055112;47.56745551807026, 7.569461942738592
243055115;47.56722839722458, 7.566617799805712
243055119;47.565933601844606, 7.566091578275289
243055123;47.566165048404166, 7.567628055620384
243055124;47.566147121758874, 7.567654456256255
243055125;47.566452058012935, 7.569403396089115
243055129;47.56398418931401, 7.5653735331158405
243055131;47.56483270049507, 7.562423403030654
243055138;47.560795586728034, 7.569728259379752
243055139;47.56063265002037, 7.569621962354268
243055147;47.56021408810153, 7.568320574133885
243055150;47.55939756161758, 7.566343233482086
243055151;47.55934729962386, 7.566339658894902
243055156;47.560541496496356, 7.5650575800954245
243055158;47.560908045316374, 7.565999689893025
243055164;47.56106608905904, 7.596948452981153
243055166;47.53989694210902, 7.598754511942547
243055172;47.560817058258706, 7.563028913347924
243055174;47.56048723827678, 7.563821909746458
243055175;47.56040673717384, 7.563828750089707
243055177;47.55997422539965, 7.56315980801227
243055178;47.55931838145989, 7.56325619041928
243055186;47.55435541231863, 7.563370266701209
243055187;47.55423075332107, 7.5647896542113795
243055188;47.55178484201288, 7.564631933233046
243055189;47.55172759776682, 7.564672702202259
243055191;47.55107586969225, 7.5661921085501
243055193;47.55132265180294, 7.565132194768513
243055197;47.549641405414405, 7.5647665278618375
243055199;47.54996350610061, 7.564984074557219
243055206;47.5471341142959, 7.566668276976892
243055207;47.547107234393586, 7.566657851400955
243055212;47.545709603496945, 7.567238597827941
243055213;47.54718407763189, 7.575473618060135
243055214;47.54663525330254, 7.574888137381043
243055226;47.550347335000495, 7.579618104188107
243055229;47.55320583134666, 7.58101327986783
243055234;47.55147390455457, 7.582267923630357
243055238;47.55358861591954, 7.58363149374079
243055240;47.55301230139337, 7.583916768363608
243055245;47.551826936765046, 7.583264050844167
2082176;47.5683117598419, 7.576851249507813
2082180;47.54735769507242, 7.61335028061836
2082189;47.55149743158386, 7.5862993696446805
2082190;47.54812939925054, 7.610056621624391
2082190;47.54816929371924, 7.61022277194277
2082198;47.54860970152086, 7.5892838756426
2082200;47.56560689591828, 7.575876442367177
2082230;47.554997359471095, 7.587216929347843
2082231;47.554772490464984, 7.587321578528502
2082242;47.549386567519626, 7.575013446212824
2082249;47.55126826179545, 7.616747354706365
2082256;47.5520037141173, 7.590652594795539
2082257;47.551976598868045, 7.590769065587741
2082276;47.55129637272359, 7.57708182717504
2082279;47.55113685790749, 7.578762225613847
2082280;47.56071540658032, 7.571888613395324
2082308;47.54911929194287, 7.59283559014798
2082315;47.55361243481806, 7.586563574318716
2082321;47.55085581420716, 7.5935890563946336
2082331;47.5626022322311, 7.573494541190323
2082353;47.54144858455084, 7.590397598578292
2082358;47.56784251359567, 7.580032826649302
2082360;47.566290557161906, 7.58221477169107
2082383;47.56408499028089, 7.577381544478791
2082390;47.56560829742696, 7.580182186518912
2082406;47.56662818778303, 7.5814178900551665
2082410;47.567934055491655, 7.574327625708851
2082411;47.5683077588938, 7.575008569297383
2082421;47.54555853165984, 7.599521526123449
2082427;47.54644586888219, 7.60047387445713
2082436;47.54059555441211, 7.621320888545475
2082461;47.54468975362254, 7.60550260712851
2082473;47.54886744457403, 7.597642886304313
2082487;47.53916517500255, 7.593069820160534
2082495;47.55802175322887, 7.585849739191575
2082522;47.57517057833627, 7.582392935583137
2082528;47.57494332661321, 7.578561549025006
2082541;47.571729423249764, 7.575609243095514
2082560;47.5451960410479, 7.570007283558132
2082569;47.55092948865436, 7.581870925018245
2082572;47.55195882576543, 7.583759626863658
2082575;47.55274427234283, 7.584648961752732
2082576;47.552923616504145, 7.584548498572427
2082602;47.543474660013324, 7.597236278150563
2082611;47.54484070260747, 7.594439999610006
2082612;47.5449403740675, 7.594108266304225
2082625;47.54785077002366, 7.606377290713766
2082633;47.550887791239454, 7.608697434481793
2082653;47.555864903488825, 7.587076466821171
2082655;47.55579208588935, 7.5874254950378655
2082677;47.560555942196736, 7.585692881766534
2082698;47.54686670016278, 7.565807273809855
2082700;47.56433669120981, 7.554797213960383
2082709;47.560817811846135, 7.571254730713335
2082710;47.56005390205624, 7.5727819275547565
2082744;47.56010670602538, 7.584166071878952
2082746;47.5338553771471, 7.596519836507949
2082750;47.5621203155081, 7.568044741633001
2082757;47.54854753921722, 7.608132263370288
2082763;47.55081275727053, 7.6049286841246415
2082781;47.55225208185669, 7.6014010927049025
2082786;47.546936026169334, 7.60239366979129
2082807;47.57318663179863, 7.568862976870003
2082808;47.57448461020623, 7.5685380508841495
2082817;47.57252617991206, 7.5688640389226824
2082854;47.54251886836771, 7.595198629903473
2082892;47.545949880844525, 7.586613171835678
2082899;47.545690051737395, 7.585067288798865
2082912;47.53982904591685, 7.593385880748794
2082927;47.53304203373238, 7.595245397105244
2082929;47.53309612165931, 7.595419844027898
2082932;47.53314850297469, 7.59559245363336
2082934;47.53326079229692, 7.595002838743478
2082938;47.53296245836006, 7.594102704140135
2082946;47.54513227902521, 7.600146687938185
2082949;47.547994936953366, 7.604419796345741
2082964;47.553710791917595, 7.56981124450554
2083012;47.55519205272644, 7.589063512170136
2083015;47.55526318912248, 7.588983028646316
2083015;47.555320326112096, 7.589185264730707
2083016;47.55509497088987, 7.588388700881321
2083019;47.555376057877076, 7.589145365441851
2083020;47.5553674702146, 7.588921277985575
2083022;47.555404998958906, 7.588901999736951
2083022;47.55545823180666, 7.589125907567911
2083028;47.55569880051453, 7.588997208477707
2083032;47.55589525339145, 7.5883733541975245
2083043;47.55745404607982, 7.587911564029547
2083043;47.557562267819854, 7.5874471933670735
2083059;47.55615763790596, 7.588232289434663
2083066;47.55650050127831, 7.587814980532083
2083067;47.54876067503659, 7.56077500298281
2083068;47.54878693364171, 7.561172694112258
2083081;47.562826022161644, 7.610689828188944
2083084;47.56278377104379, 7.599503986539802
2083084;47.56290178483709, 7.59889173134382
2083097;47.56844050157173, 7.610389183744509
2083105;47.54475227092177, 7.616944871919996
2083140;47.57803951460704, 7.623849118016488
2083144;47.568373746263184, 7.574429764825203
2083145;47.56849923465123, 7.57455385728166
2083165;47.57802340864062, 7.59234028630582
2083171;47.58104774570288, 7.592064928968843
2083187;47.562109576576425, 7.609367469022616
2083189;47.56206670760844, 7.608774595144584
2083192;47.56078333005622, 7.602405298978594
2083196;47.58787802752957, 7.589378549994512
2083205;47.586038037422966, 7.588191226946358
2083229;47.547939093488, 7.593114836353648
2083236;47.550505020605385, 7.596590557035644
2083244;47.562349244498, 7.5918724410420335
2083250;47.562826777273855, 7.6057917799348465
2083256;47.559725785569896, 7.594288197147735
2083258;47.559690382840564, 7.593805185943982
2083271;47.580295710445334, 7.586406302960664
2083289;47.56804330643296, 7.61866557416421
2083290;47.567926805495595, 7.618465383103457
2083294;47.55857021164521, 7.5987203539016965
2083305;47.57066280879747, 7.607447589790848
2083309;47.56926136409372, 7.6099626254543695
2083321;47.5867732521121, 7.593053931766031
2083340;47.56504215083893, 7.5943963543942115
2083353;47.56623009542573, 7.607004523837582
2083382;47.5737529007222, 7.615571856845745
2083393;47.55584787937344, 7.57428924935665
2083399;47.57053785657552, 7.608711026014239
2083400;47.55589417009448, 7.574790973093046
2083408;47.56775697795444, 7.599098942495882
2083439;47.58291307976224, 7.595018854528201
2083449;47.56141087998035, 7.59178041835539
2083476;47.56904369489216, 7.61476516231272
2083480;47.56743921260736, 7.61132737383441
2083500;47.57075424061906, 7.597552305032787
2083543;47.558706506749736, 7.593824196513155
2083551;47.55925721095625, 7.592759966868261
2083556;47.55960821716656, 7.592263404150606
2083565;47.56130283166272, 7.590927576287205
2083573;47.53822032719357, 7.597210422671233
2083575;47.558888176951314, 7.5939480505217025
2083602;47.5604695249289, 7.5917532440725815
2083619;47.56001906829832, 7.59506930978075
2083623;47.560404855790686, 7.5945848947433
2083637;47.56172684575848, 7.615771093227893
2083643;47.54682930400239, 7.562259015523341
2083670;47.562008272545654, 7.591318974170098
2083671;47.561975807625934, 7.591509262508539
2083672;47.56179735726113, 7.591931540436051
2083703;47.5681717273149, 7.5921785308227765
2083704;47.56798796526474, 7.592453533520156
2083710;47.56919821053571, 7.605406896827741
2083722;47.56683830480351, 7.599752543231941
2083738;47.554011967872356, 7.612094731501575
2083740;47.55447017268802, 7.612118633405074
2083741;47.55515838090383, 7.611957018686749
2083748;47.56997566429923, 7.593226667310247
2083750;47.570121206175386, 7.593100055457053
2083758;47.56317625748497, 7.61510659273058
2083811;47.56589626924028, 7.591245391921713
2083811;47.56599174554559, 7.591218569842126
2083822;47.56533100302683, 7.59111009716209
2083824;47.564922684094675, 7.59127855367031
2083827;47.56383641667911, 7.591215334393006
